index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,experience_level
168,Data Engineer,101-165,"Job Number: 10202
Group: Cosma International
Division: Kamtek Casting
Job Type: Permanent/Regular
Location: Birmingham

Group Description

Cosma provides a comprehensive range of body, chassis and engineering solutions to global customers. Through our robust product engineering, outstanding tooling capabilities and diverse process expertise, we continue to bring lightweight and innovative products to market.
Company Overview
KAMTEK is a premier Tier 1, automotive manufacturing supplier that specializes in Class “A” Stamping, Assembly and High Pressure Die Casting that produces Body-side and Door Openings, Roofs, Floor Pans, Wheelhouses, Large Welded Assemblies, Doors, Fenders, Hoods, Lift-gates, Aluminum Shock Towers, and Aluminum Rear Rails. Our capabilities include the manufacturing of Class “A” Body Panels along with Medium/Large Stampings, Large Assemblies and Aluminum Stampings and Assemblies, and Aluminum High Pressure Vacuum Die Casting to our Original Equipment Manufacturers (OEMs) such as Mer­cedes Benz, Volkswagen, Kia, Hyundai, Nissan, BMW and Freightliner. As a local distributor and supplier, Kamtek’ s market segmentation to Cosma International, (a division of MAGNA INTERNATIONAL) provides a “state-of-the-art” product that utilizes the most technologically advanced Pressing processes in order to maintain a competitive advantage to other OEM’s within the market. Our company’s culture of team spirit & mutual respect with a focus on fair treatment helps us to embrace our multi-cultural affiliation with Magna International, and supports our mission through process efficiency and competitive product pricing. Furthermore, the culture at Kamtek focuses on Job Security, with employees being given the opportunity for continuous training, advancement within the skill/trade, and potential for growth within our safe work environment. We offer Employee Equity and Profit Participation programs which increase our employees’ ownership within the company. Kamtek, part of Cosma International and a division of Magna International, represents the most diversified automotive supplier in the world. We design, develop and manufacture automotive systems, assemblies, modules and components, and engineer and assemble complete vehicles, primarily for sale to original equipment manufacturers (OEMs) of cars and light trucks in our three geographic segments - North America, Europe, and the Rest of the World (primarily Asia, South America and Africa). Our capabilities include the design, engineering, testing and manufacture of automotive interior systems; seating systems; closure systems; metal body & chassis systems; mirror systems; exterior systems; roof systems; electronic systems; powertrain systems as well as complete vehicle engineering and assembly. We are a leading global automotive supplier with 347 manufacturing operations and 92 product development, engineering and sales centres in 28 countries. We have over 168,000 employees focused on delivering superior value to our customers through innovative processes and World Class Manufacturing.
Role Summary
The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our team on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our division’s data architecture to support our next generation of products and data initiatives
Key Responsibilities
1. Create and maintain optimal data pipeline architecture,

2.Assemble large, complex data sets that meet functional / non-functional business requirements.

3.Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.

4.Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.

5.Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.

6.Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.

7.Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.

8.Create data tools for analytics and team members that assist them in building and optimizing our product into an innovative industry leader.

9.Work with data and analytics experts to strive for greater functionality in our data systems.

10.Perform other duties as required.
Key Qualifications/Requirements
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Strong project management and organizational skills.
Experience with relational SQL and NoSQL databases.
Experience with data pipeline and workflow management tools.
Experience with AWS cloud services: EC2, EMR, RDS, Redshift
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc
Knowledge and Education
EDUCATION: Bachelor's degree in computer science, information technology, or applied math

TECHNICAL TRAINING: data engineering certifications like IBM Certified Data Engineer or Google's Certified Professional

EXPERIENCE: Experience supporting and working with cross-functional teams in a dynamic environment. We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools: •Experience with big data tools: Hadoop, Spark, Kafka, etc.",3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada",10000+ employees,1957.0,Company - Public,,,$10+ billion (USD),"Bosch, Lear Corporation, Faurecia",2
169,Sr Data Analyst,101-165,"Position location: Lake Mary, FLorBlue Bell, PA

Position Summary
The Senior Data Analyst drives pharma client analytics solutions for United BioSource Corporation (UBC), supporting many of the world’s largest pharmaceutical companies to improve patient lives, support drug safety programs, and help manage new Clinical studies.

Responsibilities

· Build and continually improve Tableau dashboard offerings for business partners.

· Monitor and analyze business performance, providing targeted dashboards and recommendations for operational improvement.

· Serve as Subject Matter Expert (SME) for business data, systems and processes under team’s area of support.

· Write and edit SQL code to ensure data is pulled optimally.

Required Qualifications

· BS in a technical field (BI, Analytics, Data Science, IS, Computer Science, etc).

· Advanced SQL skills.

· Advanced dashboard design skills, including 2+ years of experience with a dashboard toolset (Tableau, Qlik, Domo, Birst, etc).

· 2+ years of data analysis experience.

· Excellent communication and presentation ability.

· Excellent project management skills.

· Highly self-motivated.

Preferred Qualifications

· MS in a Data-related field (BI, Analytics, Data Science, etc).

· Expert-level SQL skills

· Expert-level Tableau skills.

· Advanced R skills.

· Healthcare (ideally pharma) experience.

·Minimal travel is required (

#LI-SF1",2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003.0,Other,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",3
170,Data Scientist,101-165,"Kelly Services is seeking a Data Scientist for a leading hospital and health care company in Chicago, IL.

Job Title: Data Scientist

Location: Chicago, IL

Type: Contract (W2)
Length: 6 months (Possibility of Extension)

Pay Rate: $45/HR

Job Purpose: This position is responsible for employing advanced analytical techniques to create and drive adoption of data-based products and processes to add business value for internal and external customers. They will use data analysis, machine learning, predictive modeling, statistics, visualization, and other data science techniques to derive actionable insights. They will leverage domain expertise and communication skills to identify data-based solutions to customer needs, and present and explain technical findings to non-technical audiences to promote data-driven decision making. They will create analytical processes for automated machine driven decision making where human decision making is not scalable or feasible.

Job Responsibilities:
Apply data analysis, machine learning, predictive modeling, statistics, visualization, and other data science techniques to derive actionable insights.
Leverage domain expertise and communication skills to identify data-based solutions to customer needs.
Develop, create, and implement data-based products and processes to add business value for internal and external customers.
Develop, create, and implement analytical processes for automated machine driven decision making where human decision making is not scalable or feasible.
Present and explain technical findings to non-technical audiences to promote data-driven decision making.
Identify new data sources, drive collection of data, and identify use cases for existing data sources.
Document steps and data sources and ensure that models and processes are easily understandable and maintainable.
Document steps and data sources and ensure that models and processes are easily understandable and maintainable.
Communicate and interact effectively and professionally with co-workers, management, customers, etc.
Comply with HIPAA, Diversity Principles, Corporate Integrity, Compliance Program policies and other applicable corporate and departmental policies.
Maintain communication with management regarding development within areas of assigned responsibilities and perform special projects as required or requested.
Job Qualifications:

* Bachelor’s degree and 3 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR Actuarial credential or Master’s degree and 2 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR Ph.D. in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR 6 years
experience in an advanced mathematical, statistical, computer science, engineering, physics, economics or related quantitative field.
Strong learning and growth mindset
Customer-focused
Strong interpersonal, verbal and written communication skills.
Must demonstrate proficiency in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) machine learning and/or statistical modeling; 3) data visualization; 4) a high-level programming language; 5) distributed computing; 6) understanding of healthcare.
Proficiency with Microsoft applications including Access, Excel, Word and Power Point.
If this position is of interest to you please share your updated word profile at shai879@kellyservices.com and advise the best time and number at which you can be reached.

Shazneen Irani
Professional Technical Recruiter
Kelly Services, Inc.
shai879@kellyservices.com
kellyservices.com

Why Kelly®?


As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the nearly 500,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.

About Kelly®


At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.
#KellyGTS

]]",3.4,Kelly,"Chicago, IL","Troy, MI",5001 to 10000 employees,1946.0,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",2
171,ML/AI,101-165,"Passionate about precision medicine and advancing the healthcare industry?

Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

The ideal candidate has significant expertise in the biomedical or clinical domain, and is eager to apply his or her skills to improve patient outcomes.

What You Will Do:
Analyze and integrate large diverse clinical, molecular and imaging datasets to extract insights, and drive research opportunities.
Design and prototype novel analysis tools and algorithms for predicting patient outcome and treatment response.
Collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine.
Interrogate analytical results for robustness, validity, and out of sample stability.
Document, summarize, and present your findings to a group of peers and stakeholders.
Required Qualifications:
MS/PhD degree in a quantitative discipline (e.g. statistical genetics, cancer genetics, machine learning, bioinformatics, statistics, computational biology, applied mathematics, physics, or similar).
Outstanding analytical and problem solving skills, with a particular focus on understanding the intricacies of molecular or multi-modal data sets.
Experience working with genomic, clinical, or imaging data.
Experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: PCA, regression, deep neural networks, decision trees, gradient boosting, generalized linear models, mixed effect models, non-linear low dimensional embeddings and clustering.
Proficient in Python and SQL.
Experience with the following: Pandas, NumPy, SciPy, Scikit-learn, Jupyter Notebooks, and a machine learning framework such as TensorFlow, SageMaker, or PyTorch
Strong programming skills.
Thrive in a fast-paced environment and willing to shift priorities seamlessly.
Experience with communicating insights and presenting concepts to diverse audiences.
Team player mindset and ability to work in an interdisciplinary team.
Goal orientation, self motivation, and drive to make a positive impact in healthcare.
Preferred Qualifications:
Strong peer-reviewed publication record.
2+ years full time employment or postdoctoral experience building and validating predictive models on structured or unstructured data.
Experience with: Git, matplotlib, seaborn, HTML5, CSS3, JavaScript, D3, Plot.ly, Flask, Dask, Docker, AWS.
Experience working in a Linux / Mac and AWS cloud environments.
Experience in agile environments and comfort with quick iterations.",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,3
172,Data Scientist,101-165,"C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai

As a Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.

Your Responsibilities:
Driving adoption of Deep Learning systems into next-generation of C3.ai products.
Designing and deploying Machine Learning algorithms for industrial applications such as fraud detection and predictive maintenance.
Collaborating with data and subject matter experts from C3.ai and its customer teams to seek, understand, validate, interpret, and correctly use new data elements.
Requirements:
MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields.
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning).
Strong mathematical background (linear algebra, calculus, probability and statistics).
Experience with scalable ML (MapReduce, streaming).
Ability to drive a project and work both independently and in a team.
Smart, motivated, can do attitude, and seeks to make a difference.
Excellent verbal and written communication.
Preferred
Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.
Knowledge in electrical engineering and cyber-physical systems is a plus.
A portfolio of projects (GitHub, papers, etc.) is a plus.
C3.ai provides a competitive compensation package and excellent benefits including:
Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.
C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.",4.7,C3.ai,"Redwood City, CA","Redwood City, CA",201 to 500 employees,2009.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake",2
173,Data Scientist,101-165,"Company Description: Quartet is a pioneering healthcare technology company striving to improve the lives of people with mental health conditions. We connect people to a personalized care team to get them the right care at the right time. Our collaborative technology platform and range of services brings together physicians, mental health providers, and insurance companies to effectively improve patient outcomes and drive down healthcare costs. Backed by $93MM in venture funding from top investors like Oak HC/FT, GV (formerly Google Ventures), F-Prime Capital Partners, and Polaris Partners, Quartet is headquartered in NYC and is currently operating in several markets across the United States — Pennsylvania, Washington, Northern California, and New Jersey.

Role Description: As a Sr. Data Scientist at Quartet, you will work in collaboration with other data scientists, bioinformaticians and platform engineers. In this role, you will build machine learning models and recommendation services to enable our applications to suggest timely and appropriate behavioral health care interventions for patients. You'll work with datasets that include millions of detailed medical, pharmacy, lab claims, EHR, and application data. You will help with development and validation of new algorithms that enhance our system in terms of scalability, reliability and accuracy. The ideal candidate will be an entrepreneurial, motivated data scientist who is well-versed in data analysis and algorithm implementation and eager to learn new things and make an impact on the industry. Health data experience is a plus, but it's not necessary.

Responsibilities:
Work with an interdisciplinary technical team to develop statistical models in Quartet’s platform.
Apply data mining and machine learning techniques to develop better personalization and recommendation for patients’ and doctors’ needs.
Design and develop effective models, features, and algorithms involving multiple datasets - user activity, EHR, ADT, medical claims, pharmacy claims, lab test claims etc.
Derive insights from descriptive analysis that drive a data-informed process for experimenting with new products to improve patient outcomes.
Qualifications:
Experience building high quality data products.
7+ years experience as a data scientist, software engineer with predictive modeling, or similar experience of solving real problems with data mining and machine learning techniques.
PhD or Master’s Degree in computer science, machine learning, applied statistics, physics, or a related quantitative discipline.
Proficiency in building Machine Learning (supervised and unsupervised) models and recommendation systems.
Strong knowledge of mathematical fundamentals: probability theory, linear algebra and statistics.
Ability to execute, starting from problem definition, to a working implementation.
Ability to clearly communicate across disciplines and work collaboratively.
Proficiency in Python and code versioning systems like git.
Expertise with data science toolkits like scikit-learn and pandas.
Knowledge of software architectures and tools such as Scala, Hadoop.
Familiarity working in a Linux server-based environment.
Employee Benefits for Quartet include: Unlimited vacation, volunteer opportunities, catered lunches, snacks, team events and outings, full medical, dental + vision coverage, generous parental leave, commuter benefits, 15 free therapy sessions + unlimited copay reimbursements for mental healthcare, 401K, ESPP, gym benefits.

Want to know what Quartet life is like? Click here to meet our team. Quartet is committed to building a diverse team and fostering an inclusive culture, and is proud to be an equal opportunity employer. We embrace and encourage our employees' differences in race, religion, color, national origin, gender, family status, sexual orientation, gender identity, gender expression, age, veteran status, disability, pregnancy, medical conditions, and other characteristics. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Quartet does not accept unsolicited headhunter and agency resumes. Quartet will not pay fees to any third-party agency or company that does not have a signed agreement with Quartet. Please note: Quartet interview requests and job offers only originate from quartethealth.com email addresses (e.g. jsmith@quartethealth.com). Quartet will also never ask for bank information (e.g. account and routing number), social security numbers, passwords, or other sensitive information to be delivered via email. If you receive a scam email or wish to report a security issue involving Quartet, please notify us at: security@quartethealth.com.

Have someone to refer? Email talent@quartethealth.com to submit their details to us.",3.9,Quartet Health,"New York, NY","New York, NY",201 to 500 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,3
174,Data Analyst,101-165,"As we navigate through these unprecedented times, MCMs focus continues to be our commitment to our Consumers and Employees. Over the past couple of weeks our teams have worked diligently to ensure wherever possible our employees were able to move to 100% remote work and our Consumers were still supported.

MCM continues to hire in areas which aid in the support of our Consumers and Employees. We have also leveraged our digital capabilities to continue to provide a great recruiting experience. As an applicant, you may be asked to complete a phone screen, or a virtual interview and our Recruiting Team is committed to supporting any questions you may have throughout the Interview process.

Now more than ever, we have a high demand for goal-driven, motivated individuals to join our team.

The Data Analyst is primarily responsible for using data extraction tools, largely Excel, SQL, and Python to perform in-depth analysis of programs and opportunities in the business. The Data Analyst will make recommendations to improve the operational processes based on their analysis and may design strategies to implement those recommendations. The analyst will then coordinate with other stakeholders to ensure the implementations meet the needs of the business. The primary area of focus for the data analyst is working with data related to Encore Advantages customers and tailoring strategies to best serve them.

The position is also responsible for creating and monitoring reports to identify trends, issues and opportunities.

Responsibilities:
Create and monitor reports to identify issues, trends, and opportunities.
Extract and analyze data to support business initiatives (e.g. profitability, performance and variance analysis).
Recommend improvements related to business profitability or processes.
Collaborate with relevant stakeholders to design and execute new strategies
Qualifications:

Required: Bachelor; Quantitative field",3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1953.0,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),PRA Group,3
175,Data Scientist,101-165,"Passionate about precision medicine and advancing the healthcare industry?

Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

We are looking for machine learning, deep learning, and data science experts who are passionate about applying state of the art techniques to the processing and integrative analyses of vast amounts of data. The ideal candidate has significant expertise in the biomedical or clinical domain, and is eager to apply his or her skills to improve patient outcomes

What You'll Do
Analyze and integrate large diverse clinical, molecular, biosignal and imaging datasets to extract insights, and drive research opportunities.
Design and prototype novel analysis tools and algorithms for predicting patient outcome and treatment response in oncology and cardiology
Collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine.
Interrogate analytical results for robustness, validity, and out of sample stability.
Document, summarize, and present your findings to a group of peers and stakeholders.
Provide technical leadership & expertise across multiple modeling projects.
Qualifications
MS/PhD degree in a quantitative discipline (e.g. statistical genetics, cancer genetics, machine learning, bioinformatics, statistics, computational biology, applied mathematics, physics, or similar).
5+ years full time employment or postdoctoral experience building and validating predictive models on structured or unstructured data
Outstanding analytical and problem solving skills, with a particular focus on understanding the intricacies of molecular or multi-modal data sets.
Strong experience working with genomic, biosignal, clinical, or imaging data.
Expert-level experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: PCA, regression, deep neural networks, decision trees, gradient boosting, generalized linear models, mixed effect models, non-linear low dimensional embeddings and clustering.
Proficient in Python and SQL.
Experience with the following: Pandas, NumPy, SciPy, Scikit-learn, Jupyter Notebooks, and a machine learning framework such as TensorFlow, SageMaker, or PyTorch
Strong programming skills.
Thrive in a fast-paced environment and willing to shift priorities seamlessly.
Experience with communicating insights and presenting concepts to diverse audiences.
Team player mindset and ability to work in an interdisciplinary team.
Goal orientation, self motivation, and drive to make a positive impact in healthcare.
Nice to Haves
Strong peer-reviewed publication record.
Kaggle.com competitions and/or kernels track record
Experience with: Git, matplotlib, seaborn, HTML5, CSS3, JavaScript, D3, Plot.ly, Flask, Dask, Docker, AWS.
Experience working in a Linux / Mac and AWS cloud environments.
Experience in agile environments and comfort with quick iterations.
Technical leadership experience.
#LI-LH1",3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,3
176,Data Engineer,101-165,"Building Bridges, Moving Ahead
Work hard. Play hard. Breathe Easy. That’s a nutshell description of the professionals who thrive at Resurgent. Regardless of their position, our people are ambitious and entrepreneurial, attracted to the fresh point-of-view of an evolving, growing company. They are personable and patient, attracted to the collaborative nature of our company. And they are centered, understanding the balance needed to achieve success at work and harmony at home.

As a Data Engineer, you will be responsible for all aspects of the software development lifecycle, including design, coding, integration testing, deployment and documentation. You will create and maintain new data applications relying heavily on experience and judgment to plan and accomplish goals. Prior experience designing and developing production solutions is expected.
Design & Develop custom data warehouse solutions that enable leadership and general users to make informed data driven decisions and address the high demand for data availability in the enterprise.
Responsible for creating work estimates, technical project plans, and implementation plans
Research emerging development technologies, products, and processes
Work collaboratively within an agile project team
Follow best practices and coding standards
Grow your personal skillset as well as the skills of the team

Qualifications/Skills:
Experience designing data warehouse solutions with strong working SQL knowledge
Knowledge of databases, data structures, data management, and data manipulation
Experience creating data models, and data pipelines for acquisition, cleansing, and integration
Proficient with Microsoft SQL Server
Experience with C# and/or PowerShell
Familiar with distributed architecture a plus
Demonstrated experience in IT concepts and practices
Understands and has used software development lifecycles
Experience working in a team-oriented, collaborative environment
Good communication skills with a customer support orientation
Excellent problem-solving skills
Familiar with application lifecycle management tools and source control

Additional Desired Skills:
SSIS or equivalent ETL tool
Azure / AWS
R or Python

Educational Requirements:
College degree preferred; or a combination of education and experience
We would be honored if you applied to join our team! We are an equal opportunity employer,offering a fantastic work environment, challenging career opportunities and competitive compensation.",4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201 to 500 employees,1998.0,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),,3
177,Data Scientist,56-97,"*Organization and Job ID**
Job ID: 310918

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Applied Statistics & Computational Modeling
*Job Description**
This position is for a Scientist in Data Science and Applied or Mathematical Statistics who will provide scientific and technical research within the National Security Directorate (NSD) supporting the data analytics capabilities of the Computational Analytics Division. The Scientist will develop and apply fundamental mathematical or statistical theory to advance analytic solutions in various scientific domains. The Scientist must be able to draw from a strong statistical background, in areas including experimental design, advanced statistical modeling (e.g. mixed linear models, nonparametric models, etc.), machine learning, and computer simulations, to recognize patterns, characterize uncertainty, and develop predictive models using structured and unstructured data. The Scientist will produce solutions driven by domain science and mathematical statistical science from complex and high-dimensional datasets and design, develop, and evaluate advanced algorithms that lead to optimal value extraction from data. In addition to technical research this position expects participation and career development in task management, proposal writing, business development, and publishing.

Operating on the data-information-knowledge continuum, staff at PNNL employ diverse methods to confront significant problems of national interest from distilling distributed data into knowledge that supports decision processes to enabling resilient technologies that enhance computing at extreme scales. Our research portfolio spanning from basic to applied includes statistical modeling and experimental design, applied statistics, applied mathematics, machine learning, operations research, optimization, and other advanced statistical and mathematical domains.

Computing researchers and practitioners work side by side to apply advanced theories, methods, algorithms, models, evaluation tools and testbeds, and computational-based solutions to address complex scientific challenges affecting energy, biological sciences, the environment, and national security. Core domain knowledge is beneficial, such as in the nuclear, biological, energy, materials, or chemical science spaces.
*The hiring level will be determined based on the education, experience, and skill set of the successful candidate based on the following:**
*Level II** : Leads specific tasks of the project to meet scope, schedule and budget. Expected to contribute professionally, building a professional reputation for technical expertise. Fully applying and interpreting standard theories, principles, methods, tools and technologies. Contributes technical content to proposals and develops business through excellent project performance.
*Level III:** Manages small to moderate projects and/or major project tasks. Integrates intellectual and technical capabilities of work teams. Enhances technical/professional skills of junior staff through active mentoring and training. Generates ideas for new proposals and participates in business development activities
*Minimum Qualifications**
+ BS/BA with 2 years of experience, MS/MA with 0 years of experience, or PhD with 0 years of experience
*Preferred Qualifications**
+ BS/BA with 5 years of experience, MS/MA with 3 years of experience, or PhD with 1 year of experience, focused in statistics with experience involving increasing levels of scientific research, task management, and programmatic responsibility

+ Position requires ability to apply theories and develop technical approaches with minimal oversight

+ Position requires the ability to effectively team with scientists and engineers to develop creative solutions to complex problems
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
Due to business needs and client space, US Citizenship is required:

The Pacific Northwest National Laboratory is subject to the Department of Energy Unclassified Foreign Visits & Assignment Program site, information, technologies, and equipment access requirements.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Appld Stats & Comp Modeling_

_Opening Date:_ _2020-06-03_

_Closing Date:_ _2020-09-01_",3.7,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",1
